2023/10/11 12:20:53 Starting gRPC server on localhost:55555...
2023/10/11 12:21:48 bob_greenwood requested connected users list
2023/10/11 12:21:49 alice_johnson requested connected users list
2023/10/11 12:21:50 bob_greenwood requested connected users list
2023/10/11 12:21:50 alice_johnson requested connected users list
2023/10/11 12:21:51 Room chat request from bob_greenwood: hi alice
2023/10/11 12:21:51 bob_greenwood requested connected users list
2023/10/11 12:21:52 alice_johnson requested connected users list
2023/10/11 12:21:53 bob_greenwood requested connected users list
2023/10/11 12:21:53 alice_johnson requested connected users list
2023/10/11 12:21:54 bob_greenwood requested connected users list
2023/10/11 12:21:55 alice_johnson requested connected users list
2023/10/11 12:21:56 bob_greenwood requested connected users list
2023/10/11 12:21:56 alice_johnson requested connected users list
2023/10/11 12:21:57 bob_greenwood requested connected users list
2023/10/11 12:21:58 alice_johnson requested connected users list
2023/10/11 12:21:59 bob_greenwood requested connected users list
2023/10/11 12:21:59 alice_johnson requested connected users list
2023/10/11 12:22:00 bob_greenwood requested connected users list
2023/10/11 12:22:01 alice_johnson requested connected users list
2023/10/11 12:22:02 bob_greenwood requested connected users list
2023/10/11 12:22:02 alice_johnson requested connected users list
2023/10/11 12:22:03 bob_greenwood requested connected users list
2023/10/11 12:22:04 alice_johnson requested connected users list
2023/10/11 12:22:05 bob_greenwood requested connected users list
2023/10/11 12:22:05 alice_johnson requested connected users list
2023/10/11 12:22:06 bob_greenwood requested connected users list
2023/10/11 12:22:07 alice_johnson requested connected users list
2023/10/11 12:22:08 bob_greenwood requested connected users list
2023/10/11 12:22:08 alice_johnson requested connected users list
2023/10/11 12:22:09 bob_greenwood requested connected users list
2023/10/11 12:22:10 alice_johnson requested connected users list
2023/10/11 12:22:11 bob_greenwood requested connected users list
2023/10/11 12:22:11 alice_johnson requested connected users list
2023/10/11 12:22:12 bob_greenwood requested connected users list
2023/10/11 12:22:13 alice_johnson requested connected users list
2023/10/11 12:22:14 bob_greenwood requested connected users list
2023/10/11 12:22:14 alice_johnson requested connected users list
2023/10/11 12:22:15 bob_greenwood requested connected users list
2023/10/11 12:22:16 alice_johnson requested connected users list
2023/10/11 12:22:17 bob_greenwood requested connected users list
2023/10/11 12:22:17 alice_johnson requested connected users list
2023/10/11 12:22:18 bob_greenwood requested connected users list
2023/10/11 12:22:19 alice_johnson requested connected users list
2023/10/11 12:22:20 bob_greenwood requested connected users list
2023/10/11 12:22:20 alice_johnson requested connected users list
2023/10/11 12:22:21 User bob_greenwood just liked Message of alice_johnson
2023/10/11 12:22:21 bob_greenwood requested connected users list
2023/10/11 12:22:22 alice_johnson requested connected users list
2023/10/11 12:22:23 bob_greenwood requested connected users list
2023/10/11 12:22:23 alice_johnson requested connected users list
2023/10/11 12:22:24 bob_greenwood requested connected users list
2023/10/11 12:22:25 User bob_greenwood already liked message of alice_johnson and cannot like again
2023/10/11 12:22:25 alice_johnson requested connected users list
2023/10/11 12:22:26 bob_greenwood requested connected users list
2023/10/11 12:22:26 alice_johnson requested connected users list
2023/10/11 12:22:27 bob_greenwood requested connected users list
2023/10/11 12:22:28 alice_johnson requested connected users list
2023/10/11 12:22:29 bob_greenwood requested connected users list
2023/10/11 12:22:29 alice_johnson requested connected users list
2023/10/11 12:22:30 bob_greenwood requested connected users list
2023/10/11 12:22:31 alice_johnson requested connected users list
2023/10/11 12:22:32 bob_greenwood requested connected users list
2023/10/11 12:22:32 alice_johnson requested connected users list
2023/10/11 12:22:33 User bob_greenwood already liked message of alice_johnson and cannot like again
2023/10/11 12:22:33 bob_greenwood requested connected users list
2023/10/11 12:22:34 alice_johnson requested connected users list
2023/10/11 12:22:35 bob_greenwood requested connected users list
2023/10/11 12:22:35 alice_johnson requested connected users list
