2023/10/11 13:15:08 Starting gRPC server on localhost:55555...
2023/10/11 13:18:43 bob_greenwood requested connected users list
2023/10/11 13:18:43 alice_johnson requested connected users list
2023/10/11 13:18:45 bob_greenwood requested connected users list
2023/10/11 13:18:45 alice_johnson requested connected users list
2023/10/11 13:18:46 bob_greenwood requested connected users list
2023/10/11 13:18:46 alice_johnson requested connected users list
2023/10/11 13:18:48 bob_greenwood requested connected users list
2023/10/11 13:18:48 alice_johnson requested connected users list
2023/10/11 13:18:49 bob_greenwood requested connected users list
2023/10/11 13:18:49 alice_johnson requested connected users list
2023/10/11 13:18:51 bob_greenwood requested connected users list
2023/10/11 13:18:51 alice_johnson requested connected users list
2023/10/11 13:18:52 bob_greenwood requested connected users list
2023/10/11 13:18:52 alice_johnson requested connected users list
2023/10/11 13:18:54 bob_greenwood requested connected users list
2023/10/11 13:18:54 alice_johnson requested connected users list
2023/10/11 13:18:55 bob_greenwood requested connected users list
2023/10/11 13:18:55 alice_johnson requested connected users list
2023/10/11 13:18:57 bob_greenwood requested connected users list
2023/10/11 13:18:57 alice_johnson requested connected users list
2023/10/11 13:18:58 bob_greenwood requested connected users list
2023/10/11 13:18:58 Room chat request from alice_johnson: hello bob, im alice
2023/10/11 13:18:58 alice_johnson requested connected users list
2023/10/11 13:19:00 bob_greenwood requested connected users list
2023/10/11 13:19:00 alice_johnson requested connected users list
2023/10/11 13:19:01 bob_greenwood requested connected users list
2023/10/11 13:19:01 User bob_greenwood already liked message of alice_johnson and cannot like again
2023/10/11 13:19:01 alice_johnson requested connected users list
2023/10/11 13:19:03 bob_greenwood requested connected users list
2023/10/11 13:19:03 alice_johnson requested connected users list
2023/10/11 13:19:04 bob_greenwood requested connected users list
2023/10/11 13:19:04 alice_johnson requested connected users list
2023/10/11 13:19:06 bob_greenwood requested connected users list
2023/10/11 13:19:06 alice_johnson requested connected users list
2023/10/11 13:19:07 bob_greenwood requested connected users list
2023/10/11 13:19:07 alice_johnson requested connected users list
2023/10/11 13:19:09 bob_greenwood requested connected users list
2023/10/11 13:19:09 alice_johnson requested connected users list
2023/10/11 13:19:10 bob_greenwood requested connected users list
2023/10/11 13:19:10 alice_johnson requested connected users list
2023/10/11 13:19:12 bob_greenwood requested connected users list
2023/10/11 13:19:12 alice_johnson requested connected users list
2023/10/11 13:19:13 bob_greenwood requested connected users list
2023/10/11 13:19:13 alice_johnson requested connected users list
2023/10/11 13:19:15 bob_greenwood requested connected users list
2023/10/11 13:19:15 alice_johnson requested connected users list
2023/10/11 13:19:16 bob_greenwood requested connected users list
2023/10/11 13:19:16 alice_johnson requested connected users list
2023/10/11 13:19:18 bob_greenwood requested connected users list
2023/10/11 13:19:18 alice_johnson requested connected users list
2023/10/11 13:19:19 bob_greenwood requested connected users list
2023/10/11 13:19:19 alice_johnson requested connected users list
2023/10/11 13:19:21 bob_greenwood requested connected users list
2023/10/11 13:19:21 alice_johnson requested connected users list
2023/10/11 13:19:22 bob_greenwood requested connected users list
2023/10/11 13:19:22 alice_johnson requested connected users list
2023/10/11 13:19:24 bob_greenwood requested connected users list
2023/10/11 13:19:24 alice_johnson requested connected users list
2023/10/11 13:19:25 bob_greenwood requested connected users list
2023/10/11 13:19:25 alice_johnson requested connected users list
2023/10/11 13:19:27 bob_greenwood requested connected users list
2023/10/11 13:19:27 alice_johnson requested connected users list
2023/10/11 13:19:28 bob_greenwood requested connected users list
2023/10/11 13:19:28 alice_johnson requested connected users list
2023/10/11 13:19:29 Room chat request from alice_johnson: hello
2023/10/11 13:19:30 bob_greenwood requested connected users list
2023/10/11 13:19:30 alice_johnson requested connected users list
2023/10/11 13:19:31 bob_greenwood requested connected users list
2023/10/11 13:19:31 alice_johnson requested connected users list
2023/10/11 13:19:33 bob_greenwood requested connected users list
2023/10/11 13:19:33 alice_johnson requested connected users list
2023/10/11 13:19:34 bob_greenwood requested connected users list
2023/10/11 13:19:34 alice_johnson requested connected users list
2023/10/11 13:19:36 bob_greenwood requested connected users list
2023/10/11 13:19:36 alice_johnson requested connected users list
2023/10/11 13:19:36 Room chat request from alice_johnson: Im not limitted
2023/10/11 13:19:37 bob_greenwood requested connected users list
2023/10/11 13:19:37 alice_johnson requested connected users list
2023/10/11 13:19:39 bob_greenwood requested connected users list
2023/10/11 13:19:39 alice_johnson requested connected users list
2023/10/11 13:19:40 bob_greenwood requested connected users list
2023/10/11 13:19:40 alice_johnson requested connected users list
2023/10/11 13:19:42 bob_greenwood requested connected users list
2023/10/11 13:19:42 alice_johnson requested connected users list
2023/10/11 13:19:43 bob_greenwood requested connected users list
2023/10/11 13:19:43 alice_johnson requested connected users list
2023/10/11 13:19:45 bob_greenwood requested connected users list
2023/10/11 13:19:45 alice_johnson requested connected users list
2023/10/11 13:19:46 Room chat request from bob_greenwood: there a bug here
2023/10/11 13:19:46 bob_greenwood requested connected users list
2023/10/11 13:19:46 alice_johnson requested connected users list
2023/10/11 13:19:48 bob_greenwood requested connected users list
2023/10/11 13:19:48 alice_johnson requested connected users list
2023/10/11 13:19:48 Client disconnected: alice_johnson!
2023/10/11 13:19:49 Client disconnected: bob_greenwood!
